Wall time,Step,Value
1557502712.4213457,0,0.46000000834465027
1557502715.760878,2,0.4950000047683716
1557502719.075442,4,0.5450000166893005
1557502722.3906045,6,0.5199999809265137
1557502725.7206955,8,0.49000000953674316
1557502729.053474,10,0.45500001311302185
1557502732.366628,12,0.5149999856948853
1557502735.7081776,14,0.5149999856948853
1557502739.013819,16,0.5049999952316284
1557502742.3429167,18,0.5149999856948853
1557502745.6650064,20,0.44999998807907104
1557502748.9897249,22,0.550000011920929
1557502752.3004773,24,0.5450000166893005
1557502755.61374,26,0.5400000214576721
1557502758.9299202,28,0.5550000071525574
1557502762.2557411,30,0.5699999928474426
1557502765.5516267,32,0.5249999761581421
1557502768.873129,34,0.550000011920929
1557502772.2089896,36,0.5450000166893005
1557502775.5317135,38,0.5249999761581421
1557502778.8524203,40,0.6200000047683716
1557502782.188915,42,0.5550000071525574
1557502785.504224,44,0.5400000214576721
1557502788.8483593,46,0.6050000190734863
1557502792.1697178,48,0.6700000166893005
1557502795.4744077,50,0.6000000238418579
1557502798.8097663,52,0.5849999785423279
1557502802.1651156,54,0.6100000143051147
1557502805.5591648,56,0.675000011920929
1557502808.8929636,58,0.6000000238418579
1557502812.2383552,60,0.6150000095367432
1557502815.5731418,62,0.6700000166893005
1557502818.8984258,64,0.6650000214576721
1557502822.2020547,66,0.5699999928474426
1557502825.511352,68,0.5550000071525574
1557502828.8657334,70,0.6100000143051147
1557502832.1910357,72,0.625
1557502835.498501,74,0.6399999856948853
1557502838.8378909,76,0.6800000071525574
1557502842.1668584,78,0.6050000190734863
1557502845.504038,80,0.6050000190734863
1557502848.8346336,82,0.6399999856948853
1557502852.161345,84,0.6399999856948853
1557502855.4941795,86,0.574999988079071
1557502858.8026388,88,0.6800000071525574
1557502862.111522,90,0.6399999856948853
1557502865.4416199,92,0.6650000214576721
1557502868.7573748,94,0.6299999952316284
1557502872.061053,96,0.6449999809265137
1557502875.402452,98,0.6050000190734863
1557502878.7621305,100,0.6650000214576721
1557502882.0971997,102,0.6000000238418579
1557502885.4211023,104,0.6050000190734863
1557502888.7377236,106,0.625
1557502892.0859241,108,0.6949999928474426
1557502895.431035,110,0.6399999856948853
1557502898.7410862,112,0.5899999737739563
1557502902.0666912,114,0.7049999833106995
1557502905.401864,116,0.6100000143051147
1557502908.7149868,118,0.7300000190734863
1557502912.044573,120,0.6499999761581421
1557502915.3492525,122,0.6700000166893005
1557502918.694123,124,0.6549999713897705
1557502920.9512517,125,0.6000000238418579
1557502924.295965,127,0.5699999928474426
1557502927.646712,129,0.6700000166893005
1557502930.959745,131,0.6200000047683716
1557502934.303223,133,0.6200000047683716
1557502937.6507852,135,0.6399999856948853
1557502940.992385,137,0.5600000023841858
1557502944.3274422,139,0.6100000143051147
1557502947.6488242,141,0.6000000238418579
1557502950.9562242,143,0.6499999761581421
1557502954.274582,145,0.6499999761581421
1557502957.589935,147,0.6449999809265137
1557502960.9241571,149,0.6000000238418579
1557502964.2440822,151,0.6050000190734863
1557502967.5741959,153,0.6299999952316284
1557502970.8753345,155,0.6600000262260437
1557502974.193697,157,0.6650000214576721
1557502977.5257332,159,0.6650000214576721
1557502980.8663325,161,0.6549999713897705
1557502984.2146962,163,0.6349999904632568
1557502987.5382557,165,0.7049999833106995
1557502990.8447104,167,0.6150000095367432
1557502994.164678,169,0.6549999713897705
1557502997.467581,171,0.6100000143051147
1557503000.7988148,173,0.699999988079071
1557503004.1038582,175,0.6549999713897705
1557503007.4257462,177,0.6650000214576721
1557503010.7565553,179,0.6349999904632568
1557503014.078252,181,0.6850000023841858
1557503017.4166615,183,0.6899999976158142
1557503020.7337325,185,0.6700000166893005
1557503024.0395381,187,0.6850000023841858
1557503027.3852582,189,0.6600000262260437
1557503030.7273884,191,0.6200000047683716
1557503034.0344615,193,0.6499999761581421
1557503037.3610141,195,0.6399999856948853
1557503040.6676185,197,0.6299999952316284
1557503043.9811683,199,0.6549999713897705
1557503047.3298404,201,0.7049999833106995
1557503050.6598194,203,0.6549999713897705
1557503053.998175,205,0.6949999928474426
1557503057.3122547,207,0.6800000071525574
1557503060.6269054,209,0.5849999785423279
1557503063.963333,211,0.6549999713897705
1557503067.2669604,213,0.6499999761581421
1557503070.5753536,215,0.6549999713897705
1557503073.9054928,217,0.6650000214576721
1557503077.215512,219,0.5699999928474426
1557503080.5207524,221,0.6399999856948853
1557503083.8353894,223,0.6100000143051147
1557503087.1697974,225,0.6800000071525574
1557503090.4893196,227,0.675000011920929
1557503093.807704,229,0.6549999713897705
1557503097.1508267,231,0.6299999952316284
1557503100.4863024,233,0.6150000095367432
1557503103.8310423,235,0.625
1557503107.1346962,237,0.6650000214576721
1557503110.4702687,239,0.6650000214576721
1557503113.792529,241,0.6650000214576721
1557503117.1124551,243,0.699999988079071
1557503120.4103155,245,0.6549999713897705
1557503123.7203157,247,0.6650000214576721
1557503127.0424004,249,0.6899999976158142
1557503129.233504,250,0.5199999809265137
1557503132.5445874,252,0.6200000047683716
1557503135.8294206,254,0.6899999976158142
1557503139.1273696,256,0.6700000166893005
1557503142.45168,258,0.6899999976158142
1557503145.7753747,260,0.6850000023841858
1557503149.0719192,262,0.6349999904632568
1557503152.3829503,264,0.6299999952316284
1557503155.6767426,266,0.699999988079071
1557503158.9715052,268,0.7049999833106995
1557503162.2730093,270,0.6700000166893005
1557503165.6083257,272,0.5950000286102295
1557503168.9185,274,0.625
1557503172.196813,276,0.6899999976158142
1557503175.485916,278,0.6600000262260437
1557503178.7749074,280,0.699999988079071
1557503182.0990136,282,0.6449999809265137
1557503185.4085095,284,0.6349999904632568
1557503188.7215235,286,0.6150000095367432
1557503192.0268645,288,0.699999988079071
1557503195.3283696,290,0.6399999856948853
1557503198.661619,292,0.7049999833106995
1557503201.9884334,294,0.6899999976158142
1557503205.3197746,296,0.6299999952316284
1557503208.6671815,298,0.75
1557503211.9789526,300,0.6200000047683716
1557503215.2755651,302,0.7149999737739563
1557503218.598619,304,0.699999988079071
1557503221.9403315,306,0.6700000166893005
1557503225.2859643,308,0.6499999761581421
1557503228.6287339,310,0.6600000262260437
1557503231.996104,312,0.6600000262260437
1557503235.3220289,314,0.675000011920929
1557503238.6482334,316,0.6600000262260437
1557503241.9965382,318,0.7049999833106995
1557503245.3467968,320,0.6850000023841858
1557503248.6755986,322,0.625
1557503252.004608,324,0.6399999856948853
1557503255.3180528,326,0.574999988079071
1557503258.6575837,328,0.5950000286102295
1557503262.0140326,330,0.6700000166893005
1557503265.34725,332,0.6850000023841858
1557503268.6907842,334,0.7549999952316284
1557503272.0248384,336,0.625
1557503275.361496,338,0.7350000143051147
1557503278.707905,340,0.7049999833106995
1557503282.0605967,342,0.7250000238418579
1557503285.386992,344,0.6949999928474426
1557503288.744729,346,0.699999988079071
1557503292.1024897,348,0.699999988079071
1557503295.4456468,350,0.6600000262260437
1557503298.760647,352,0.6850000023841858
1557503302.0934017,354,0.7099999785423279
1557503305.4409916,356,0.699999988079071
1557503308.7917004,358,0.625
1557503312.1375022,360,0.6100000143051147
1557503315.4689906,362,0.6899999976158142
1557503318.8072667,364,0.625
1557503322.1631765,366,0.6650000214576721
1557503325.4682357,368,0.75
1557503328.8105087,370,0.6850000023841858
1557503332.1538599,372,0.6700000166893005
1557503335.5065014,374,0.7049999833106995
1557503337.7208629,375,0.6200000047683716
1557503341.0562086,377,0.6299999952316284
1557503344.3987484,379,0.7149999737739563
1557503347.7260227,381,0.7149999737739563
1557503351.1016846,383,0.7350000143051147
1557503354.4695551,385,0.7099999785423279
1557503357.799254,387,0.6800000071525574
1557503361.1972415,389,0.6899999976158142
1557503364.533751,391,0.7149999737739563
1557503367.854754,393,0.7250000238418579
1557503371.1786265,395,0.7099999785423279
1557503374.5209177,397,0.6850000023841858
1557503377.8448412,399,0.6800000071525574
1557503381.1894178,401,0.6949999928474426
1557503384.5179,403,0.7049999833106995
1557503387.8507783,405,0.7350000143051147
1557503391.1777408,407,0.7049999833106995
1557503394.506515,409,0.7200000286102295
