Wall time,Step,Value
1557505356.6950994,1584,218970352.0
1557505360.040359,1586,445902144.0
1557505363.3625963,1588,425952800.0
1557505366.707254,1590,219526800.0
1557505370.0201893,1592,378527264.0
1557505373.341372,1594,452779776.0
1557505376.6564286,1596,237767488.0
1557505379.9786644,1598,601682560.0
1557505383.291094,1600,482623168.0
1557505386.6178687,1602,227508464.0
1557505389.9306731,1604,427842464.0
1557505393.258909,1606,206170240.0
1557505396.617423,1608,276005408.0
1557505399.9537272,1610,324643296.0
1557505403.2667828,1612,236624608.0
1557505406.6106977,1614,144928976.0
1557505409.958364,1616,142991296.0
1557505413.3126023,1618,203770352.0
1557505416.651149,1620,188858512.0
1557505419.9919243,1622,199540656.0
1557505423.3384473,1624,100066840.0
1557505425.5635958,1625,207237536.0
1557505428.8914385,1627,185904880.0
1557505432.2416644,1629,132665240.0
1557505435.575972,1631,251426576.0
1557505438.924637,1633,237856720.0
1557505442.2715206,1635,136658944.0
1557505445.6636431,1637,208744032.0
1557505448.9868906,1639,239517024.0
1557505452.3145041,1641,139232352.0
1557505455.6690664,1643,116280096.0
1557505459.0078533,1645,167516288.0
1557505462.3548527,1647,168480112.0
1557505465.7048354,1649,142535904.0
1557505469.060522,1651,165950144.0
1557505472.4079528,1653,135617568.0
1557505475.771821,1655,124126240.0
1557505479.104103,1657,156760320.0
1557505482.45978,1659,81966088.0
1557505485.7868078,1661,217338560.0
1557505489.114183,1663,330349728.0
1557505492.4587226,1665,150731632.0
1557505495.79271,1667,212419536.0
1557505499.1205306,1669,230251840.0
1557505502.4668949,1671,167506848.0
1557505505.8408728,1673,201893568.0
1557505509.1539218,1675,457467360.0
1557505512.4657829,1677,117752768.0
1557505515.7850776,1679,427249984.0
1557505519.1276731,1681,721475904.0
1557505522.4706082,1683,112871072.0
1557505525.830658,1685,807492480.0
1557505529.171759,1687,469787456.0
1557505532.4852042,1689,320468256.0
1557505535.813638,1691,755950656.0
1557505539.1544871,1693,152398432.0
1557505542.5157173,1695,543951040.0
1557505545.8604918,1697,355561664.0
1557505549.196932,1699,290021824.0
1557505552.5525634,1701,584788480.0
1557505555.8948917,1703,201225264.0
1557505559.2528837,1705,470743296.0
1557505562.5721815,1707,449489888.0
1557505565.9064758,1709,152479872.0
1557505569.2565784,1711,575586688.0
1557505572.5884144,1713,369462880.0
1557505575.9313085,1715,270633792.0
1557505579.2675529,1717,431669504.0
1557505582.629413,1719,342360736.0
1557505585.9829357,1721,293648384.0
1557505589.3193977,1723,374944768.0
1557505592.6637897,1725,221355536.0
1557505595.9840958,1727,336666208.0
1557505599.3066401,1729,416054080.0
1557505602.6707726,1731,181434528.0
1557505606.0086136,1733,514399328.0
1557505609.3565695,1735,320990528.0
1557505612.7008832,1737,211239792.0
1557505616.049574,1739,343811616.0
1557505619.3804915,1741,260490448.0
1557505622.70961,1743,196474960.0
1557505626.0372474,1745,382640448.0
1557505629.3734622,1747,282548064.0
1557505632.7417443,1749,134148168.0
1557505634.9336803,1750,244542848.0
1557505638.269487,1752,185873792.0
1557505641.5971832,1754,90230480.0
1557505644.9246693,1756,107315448.0
1557505648.278209,1758,152886400.0
1557505651.6232035,1760,242602768.0
1557505654.9654777,1762,247885808.0
1557505658.304386,1764,145911136.0
1557505661.6566231,1766,186292160.0
1557505664.9817455,1768,288666272.0
1557505668.3320694,1770,244767936.0
1557505671.6587734,1772,161574080.0
1557505675.0076613,1774,186389152.0
1557505678.332286,1776,325020064.0
1557505681.6727796,1778,124537200.0
1557505685.01104,1780,222519280.0
1557505688.3522906,1782,220822576.0
1557505691.7003694,1784,122593024.0
1557505695.0446088,1786,278519712.0
1557505698.3941655,1788,354703328.0
1557505701.7229145,1790,168178048.0
1557505705.0474937,1792,404654464.0
1557505708.3605394,1794,206683264.0
1557505711.7177222,1796,224120880.0
1557505715.0624812,1798,409639648.0
1557505718.4196942,1800,206952224.0
1557505721.751059,1802,426433568.0
1557505725.087971,1804,433916960.0
1557505728.4156995,1806,185049168.0
1557505731.7838,1808,545071040.0
1557505735.102449,1810,277985408.0
1557505738.4256566,1812,294718688.0
1557505741.7287276,1814,455666560.0
1557505745.0584412,1816,161436208.0
1557505748.4055328,1818,643333056.0
1557505751.763847,1820,293193280.0
1557505755.0942733,1822,355167808.0
1557505758.4179258,1824,668890752.0
1557505761.730059,1826,140930656.0
1557505765.0631552,1828,1001195008.0
1557505768.4113965,1830,249848128.0
1557505771.7169955,1832,466479712.0
1557505775.053623,1834,479708768.0
1557505778.36093,1836,199655008.0
1557505781.6872072,1838,549075584.0
1557505784.9991703,1840,471471968.0
1557505788.3243961,1842,306168032.0
1557505791.6508875,1844,457775264.0
1557505794.966012,1846,163143664.0
1557505798.3063233,1848,205544016.0
1557505801.6289074,1850,242499360.0
1557505804.9564898,1852,190304112.0
1557505808.245549,1854,127844096.0
1557505811.5769842,1856,268495264.0
1557505814.8995903,1858,237525584.0
1557505818.2490218,1860,166249088.0
1557505821.5685394,1862,175794544.0
1557505824.8916724,1864,282462528.0
1557505828.216866,1866,206225104.0
1557505831.560454,1868,320960224.0
1557505834.8914633,1870,248226496.0
1557505838.204528,1872,150698896.0
1557505841.5364413,1874,263066576.0
